line1,line2,line3,key,fein,unitid,institutionname
JUSTUS M AMMONS 1 00,X 0 0 0,MEMBER,justus,560554207,198899,Mars Hill University
RONALD 0 BROWN 1 00,X 0 0 0,MEMBER,ronald,560554207,198899,Mars Hill University
JERRY H CATES 1 00,X 0 0 0,MEMBER,jerry,560554207,198899,Mars Hill University
TROY L DAY 1 00,X 0 0 0,MEMBER,troy,560554207,198899,Mars Hill University
EUGENE HOLDWAY 1 00,X 0 0 0,MEMBER,eugene,560554207,198899,Mars Hill University
R LEO JAMES 1 00,X 0 0 0,MEMBER,leo,560554207,198899,Mars Hill University
J KENNETH SANFORD 1 00,X 0 0 0,MEMBER,kenneth,560554207,198899,Mars Hill University
BJANE WINN 1 00,X 0 0 0,MEMBER,winn,560554207,198899,Mars Hill University
PAULINE R BETHEA 1 00,X 0 0 0,MEMBER,pauline,560554207,198899,Mars Hill University
BRUCE W BOYLES JR 1 00,X 0 0 0,MEMBER,bruce,560554207,198899,Mars Hill University
MAX E BURGIN 1 00,X 0 0 0,MEMBER,max,560554207,198899,Mars Hill University
M KYLE CARVER 1 00,X 0 0 0,MEMBER,kyle,560554207,198899,Mars Hill University
DANIELG CHRISTIAN 1 00,X 0 0 0,MEMBER,christian,560554207,198899,Mars Hill University
JEAN S FREEMAN 1 00,X 0 0 0,MEMBER,jean,560554207,198899,Mars Hill University
HAROLD H BUD HUGHES 1 00,X 0 0 0,MEMBER,harold,560554207,198899,Mars Hill University
BRENT B KINCAID 1 00,X 0 0 0,MEMBER,brent,560554207,198899,Mars Hill University
W HAROLD NEWMAN 1 00,X 0 0 0,MEMBER,harold,560554207,198899,Mars Hill University
JOHN S AYERS 1 00,X 0 0 0,MEMBER,john,560554207,198899,Mars Hill University
GWEN DAVIS 1 00,X 0 0 0,MEMBER,gwen,560554207,198899,Mars Hill University
ARLO JENNINGS 1 00,X 0 0 0,MEMBER,jennings,560554207,198899,Mars Hill University
RONALD F MARTIN 1 00,X 0 0 0,MEMBER,ronald,560554207,198899,Mars Hill University
ROBERT LMERRILL 1 00,X 0 0 0,MEMBER,robert,560554207,198899,Mars Hill University
MARK CABANISS 1 00,X 0 0 0,MEMBER,mark,560554207,198899,Mars Hill University
SALLY P DUYCK 1 00,X 0 0 0,MEMBER,sally,560554207,198899,Mars Hill University
CAROLYN H FERGUSON 1 00,X 0 0 0,MEMBER,carolyn,560554207,198899,Mars Hill University
LINDA JUDGE—MCRAE 1 00,X 0 0 0,MEMBER,linda,560554207,198899,Mars Hill University
MIKE KELLY 1 00,X 0 0 0,MEMBER,mike,560554207,198899,Mars Hill University
BRENDA G NASH 1 00,X 0 0 0,MEMBER,brenda,560554207,198899,Mars Hill University
KAREN M SMITH 1 00,X 0 0 0,MEMBER,karen,560554207,198899,Mars Hill University
J DIXON FREE 1 00,X X 0 0 0,CHAIR,dixon,560554207,198899,Mars Hill University
CHERYL B PAPPAS 1 00,X X 0 0 0,VICE—CHAIR,cheryl,560554207,198899,Mars Hill University
W WAYNE HIGGINS 1 00,X X 0 0 0,TREASURER,wayne,560554207,198899,Mars Hill University
WILL DAVIS 1 00,X X 0 0 0,SECRETARY,will,560554207,198899,Mars Hill University
DAN G LUNSFORD 60 00,"X 171,475 0 20,085",PRESIDENT,dan,560554207,198899,Mars Hill University
RANDELL N TILLEY 50 00,"X 100,839 0 10,038",VP—FINANCE,randell,560554207,198899,Mars Hill University
JOHN W WELLS 45 00,"X 124,369 0 11,234",EXECUTIVE VP FOR ACADEMIC AFFAIRS,john,560554207,198899,Mars Hill University
HAROLD G CHRISTMAN 40 00,"X 109,303 0 21,468",VP—INSTITUTIONAL ADVANCEM ENT,harold,560554207,198899,Mars Hill University
